Name of Restaurant,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
Frozen Bottle,Alwarpet,"['Beverages', ' Desserts', ' Ice Cream']","['Red Velvet Shake', ' Oreo Shake']",350.0,Not provide Dining,Not provide Dining,4.2,1123,"['Home Delivery', 'Standing Tables', 'Sugar Free Options']"
Frozen Bottle,Navallur,"['Beverages', ' Desserts', ' Ice Cream']","['Waffles', ' Vanilla Ice Cream', ' Thick Shakes']",400.0,3.6,105,3.8,2797,"['Home Delivery', 'Sugar Free Options', 'Indoor Seating']"
Frozen Bottle,Valasaravakkam,"['Beverages', ' Desserts', ' Ice Cream']","['Brownie', ' Waffles']",400.0,3.5,100,4.3,2253,"['Home Delivery', 'Indoor Seating', 'Sugar Free Options']"
Frozen Bottle,Adyar,"['Beverages', ' Desserts', ' Ice Cream']",Favourite Dishe,350.0,3.6,47,4.2,107,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Frozen Bottle,Ekkaduthangal,"['Beverages', ' Desserts', ' Ice Cream']",Favourite Dishe,350.0,2.8,24,4.1,543,"['Home Delivery', 'Outdoor Seating', 'Sugar Free Options']"
Frozen Bottle,Velachery,"['Beverages', ' Desserts', ' Ice Cream']",Favourite Dishe,350.0,3.3,13,4.1,264,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes']"
Frozen Bottle,Kodambakkam,"['Beverages', ' Desserts', ' Ice Cream']",Favourite Dishe,350.0,3.2,14,4.1,343,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes']"
Frozen Bottle,Kanchipuram District,"['Beverages', ' Desserts', ' Ice Cream']",Favourite Dishe,350.0,3.3,6,3.9,73,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Cafe Coffee Day,Nungambakkam,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']","['Egg Wrap', ' Lemonade', ' Sandwich', ' Brownie Chocolate', ' Cappuccino', ' Garlic Bread', ' Irish Coffee']",600.0,3.4,140,3.6,310,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']"
Cafe Coffee Day,Anna Nagar West,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']","['Coffee', ' Green Apple Soda', ' Tea', ' Chocolate Fantasy', ' Sandwich']",600.0,3.2,100,3.7,519,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Wifi', 'Desserts and Bakes']"
Cafe Coffee Day,Thuraipakkam,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']","['Coffee', ' Mango Shots', ' Cappuccino', ' Green Apple Soda', ' Burgers', ' Sandwich']",600.0,3.6,115,3.6,1018,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Wifi']"
Cafe Coffee Day,Adyar,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']","['Cappuccino', ' Coffee']",600.0,2.7,79,3.2,212,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']"
Cafe Coffee Day - Lounge,Besant Nagar,"['Beverages', ' Cafe', ' Sandwich', ' Fast Food', ' Desserts']","['Mojito', ' Hot Chocolate', ' Hot Coffee', ' Momos', ' French Fries', ' Nachos']",650.0,3.1,63,Not provide Dining,0,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']"
Cafe Coffee Day,Royapettah,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']","['Garlic Bread', ' Chicken Sandwich', ' Tea', ' Cappuccino', ' Brownie', ' Burgers', ' Chips']",600.0,2.4,109,Not provide Dining,0,"['Mall Parking', 'Desserts and Bakes', 'Wifi', 'Indoor Seating']"
Cafe Coffee Day Express,Velachery,"['Beverages', ' Cafe', ' Sandwich', ' Fast Food', ' Desserts']","['Sandwiches', ' Cappuccino', ' Filter Coffee']",650.0,2.3,82,Not provide Dining,0,"['Home Delivery', 'Mall Parking', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']"
Cafe Coffee Day,Perungudi,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']","['Coffee', ' Hot Chocolate', ' Cafe Mocha', ' Chocolate Cupcake']",600.0,3.1,52,Not provide Dining,0,"['Breakfast', 'Indoor Seating', 'Wifi']"
Cafe Coffee Day,Vadapalani,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']","['Cappuccino', ' Hot Chocolate', ' Americano']",600.0,2.1,64,Not provide Dining,0,"['Mall Parking', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']"
Cafe Coffee Day,Velachery,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']","['Brownie', ' Cappuccino', ' Garlic Bread']",600.0,2.7,69,3.4,460,"['Home Delivery', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating', 'Wifi']"
Cafe Coffee Day,Ashok Nagar,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']","['Hot Chocolate', ' Garlic Bread']",600.0,2.5,61,3.8,324,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Wifi', 'Desserts and Bakes', 'Indoor Seating']"
Cafe Coffee Day,Porur,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']","['Brownie', ' Cappuccino', ' Hot Chocolate']",600.0,2.9,80,4.0,818,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Wifi']"
Cafe Coffee Day,Anna Nagar West,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']","['Cappuccino', ' Coffee', ' Sandwich', ' Chaat']",600.0,2.9,54,3.7,368,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating', 'Wifi']"
Cafe Coffee Day,Adyar,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",['Coffee'],600.0,2.9,34,3.8,190,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Wifi']"
Cafe Coffee Day,Virugambakkam,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']","['Coffee', ' Cappuccino']",600.0,2.7,49,Not provide Dining,0,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating', 'Wifi']"
Cafe Coffee Day,Vadapalani,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",['Coffee'],600.0,3.4,62,Not provide Dining,0,"['Breakfast', 'Indoor Seating', 'Desserts and Bakes', 'Wifi']"
Cafe Coffee Day,T. Nagar,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']","['Coffee', ' Cappuccino', ' Sandwich']",600.0,2.7,33,Not provide Dining,0,"['Indoor Seating', 'Wifi', 'Desserts and Bakes']"
Cafe Coffee Day,T. Nagar,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']","['Coffee', ' Cappuccino', ' Brownie', ' Sandwich', ' Chocolate Fantasy']",600.0,3.0,34,3.7,239,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']"
Cafe Coffee Day,Neelangarai,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,3.1,36,Not provide Dining,0,"['Indoor Seating', 'Wifi', 'Desserts and Bakes']"
Cafe Coffee Day,Ashok Nagar,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,2.8,45,Not provide Dining,0,"['Home Delivery', 'Desserts and Bakes', 'Wifi', 'Indoor Seating']"
Cafe Coffee Day,Guindy,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",['Coffee'],600.0,2.7,33,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Wifi', 'Indoor Seating']"
Cafe Coffee Day,Potheri,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,2.8,29,Not provide Dining,0,"['Breakfast', 'Wifi', 'Desserts and Bakes', 'Indoor Seating']"
Cafe Coffee Day,Santhome,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,2.8,36,Not provide Dining,0,"['Indoor Seating', 'Desserts and Bakes', 'Wifi']"
Cafe Coffee Day,Nungambakkam,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,3.2,13,Not provide Dining,0,"['Indoor Seating', 'Desserts and Bakes', 'Wifi']"
Cafe Coffee Day,Anna Nagar West,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,3.0,33,3.7,183,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating', 'Wifi']"
Cafe Coffee Day,Vadapalani,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,3.3,19,3.9,224,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating', 'Wifi']"
Cafe Coffee Day,Poonamalle,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,2.6,27,Not provide Dining,0,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating', 'Wifi']"
Cafe Coffee Day,Kanathur,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,3.3,22,Not provide Dining,0,"['Breakfast', 'Wifi', 'Desserts and Bakes', 'Indoor Seating']"
Cafe Coffee Day,Thuraipakkam,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,3.2,20,Not provide Dining,0,"['Indoor Seating', 'Desserts and Bakes', 'Wifi']"
Cafe Coffee Day,Chetpet,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,2.9,26,3.7,104,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Cafe Coffee Day,Kelambakkam,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,2.6,18,Not provide Dining,0,"['Indoor Seating', 'Wifi', 'Desserts and Bakes']"
Cafe Coffee Day,Ambattur,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,2.4,23,Not provide Dining,0,"['Breakfast', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']"
Cafe Coffee Day,Vandalur,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,3.6,23,Not provide Dining,0,"['Indoor Seating', 'Wifi', 'Desserts and Bakes']"
Cafe Coffee Day,Velachery,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,2.7,21,Not provide Dining,0,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating', 'Wifi']"
Cafe Coffee Day - Lounge,Palavakkam,"['Beverages', ' Cafe', ' Sandwich', ' Fast Food', ' Desserts']",Favourite Dishe,650.0,2.9,20,Not provide Dining,0,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']"
Cafe Coffee Day,T. Nagar,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,3.1,12,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Wifi']"
Cafe Coffee Day,East Coast Road (ECR),"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,2.8,20,Not provide Dining,0,"['Outdoor Seating', 'Indoor Seating', 'Wifi']"
Cafe Coffee Day,Kilpauk,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,2.0,4,Not provide Dining,0,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']"
Cafe Coffee Day,Anna Nagar,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,2.8,14,Not provide Dining,0,"['Mall Parking', 'Indoor Seating', 'Desserts and Bakes', 'Wifi']"
Cafe Coffee Day,GST Road,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,2.4,18,3.7,328,"['Home Delivery', 'Wifi', 'Indoor Seating', 'Desserts and Bakes']"
Cafe Coffee Day,Perambur,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,2.6,16,Not provide Dining,0,"['Indoor Seating', 'Wifi', 'Outdoor Seating', 'Desserts and Bakes']"
Cafe Coffee Day,Sholinganallur,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,3.2,11,Not provide Dining,0,"['Indoor Seating', 'Wifi', 'Desserts and Bakes']"
Cafe Coffee Day,Meenambakkam,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,2.8,9,Not provide Dining,0,"['Wifi', 'Desserts and Bakes', 'Indoor Seating']"
Cafe Coffee Day Value Express,Alandur,"['Coffee', ' Beverages', ' Fast Food']",Favourite Dishe,200.0,2.8,5,Not provide Dining,0,"['Takeaway Only', 'Desserts and Bakes']"
Cafe Coffee Day,Purasavakkam,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,2.0,4,Not provide Dining,0,['Indoor Seating']
Cafe Coffee Day,Poonamalle,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,2.0,4,Not provide Dining,0,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']"
Cafe Coffee Day,Chetpet,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,2.5,5,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Wifi', 'Indoor Seating', 'Outdoor Seating', 'Desserts and Bakes']"
Cafe Coffee Day,Anna Salai,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,2.0,4,Not provide Dining,0,"['Indoor Seating', 'Wifi', 'Desserts and Bakes']"
Cafe Coffee Day,Mogappair,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,Not provide Dining,Not provide Dining,3.6,30,['Indoor Seating']
Cafe Coffee Day,Poonamalle,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Indoor Seating', 'Desserts and Bakes', 'Wifi']"
Cafe Coffee Day,Maduravoyal,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Wifi', 'Desserts and Bakes', 'Indoor Seating']"
Cafe Coffee Day,Kilpauk,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Indoor Seating']
Cafe Coffee Day,Guindy,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Indoor Seating']
Cafe Coffee Day,Kanchipuram District,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Indoor Seating']
Cafe Coffee Day,Anna Nagar East,"['Cafe', ' Fast Food', ' Desserts', ' Beverages', ' Sandwich']",Favourite Dishe,600.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Indoor Seating']
Sree Gupta Bhavan,Thuraipakkam,"['North Indian', ' Street Food', ' Beverages', ' Desserts']","['Thali', ' Samosa', ' Gulab Jamun', ' Chole Bhature', ' Garlic Naan']",550.0,3.9,204,4.1,550,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']"
Sree Gupta Bhavan,Perungudi,"['North Indian', ' Street Food', ' Beverages', ' Desserts']","['Thali', ' Chaat', ' Panipuri', ' Samosa', ' Paneer Tikka', ' Dahipuri', ' Bhel Puri']",550.0,3.8,97,3.9,91,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Table Reservation Not Required', 'Indoor Seating']"
Sree Gupta Bhavan,Navallur,"['North Indian', ' Street Food', ' Beverages', ' Desserts']","['Chole Bhature', ' Kadhai Paneer', ' Chaat', ' Thali', ' Dahipuri']",550.0,3.7,116,4.0,259,"['Home Delivery', 'Indoor Seating']"
Sree Gupta Bhavan,Saligramam,"['North Indian', ' Street Food', ' Beverages', ' Desserts']","['Dahipuri', ' Chaat', ' Pav Bhaji', ' Paratha', ' Thali']",550.0,3.3,76,3.9,54,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Sree Gupta Bhavan,Selaiyur,"['North Indian', ' South Indian']",Favourite Dishe,300.0,2.8,84,Not provide Dining,0,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']"
Sree Gupta Bhavan,Pallavaram,"['North Indian', ' Street Food', ' Desserts']",Favourite Dishe,300.0,3.5,90,Not provide Dining,0,"['Desserts and Bakes', 'Free Parking', 'Indoor Seating']"
Sree Gupta Bhavan,Medavakkam,"['North Indian', ' Street Food', ' Beverages', ' Desserts']","['Chaat', ' Pav Bhaji', ' Butterscotch Milk Shake']",550.0,3.4,85,4.3,255,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating', 'Catering Available']"
Sree Gupta Bhavan,Adambakkam,"['North Indian', ' Street Food', ' Beverages', ' Desserts']",Favourite Dishe,550.0,3.4,55,4.1,152,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']"
Sree Gupta Bhavan,Ambattur,"['North Indian', ' Street Food', ' Beverages', ' Desserts']",Favourite Dishe,550.0,2.9,51,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Sree Gupta Bhavan,Adyar,"['North Indian', ' Street Food', ' Beverages', ' Desserts']",Favourite Dishe,550.0,3.3,25,4.0,94,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Sree Gupta Bhavan,Tambaram,"['North Indian', ' Street Food', ' Beverages', ' Desserts']",Favourite Dishe,550.0,3.5,34,Not provide Dining,0,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']"
Sree Gupta Bhavan,Adambakkam,"['North Indian', ' Street Food', ' Beverages', ' Desserts']",Favourite Dishe,550.0,3.1,24,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Sree Gupta Bhavan,Chengalpattu,['Street Food'],Favourite Dishe,200.0,3.4,21,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Free Parking']"
Sree Gupta Bhavan,Tambaram,"['North Indian', ' Street Food', ' Beverages', ' Desserts']",Favourite Dishe,550.0,3.1,14,Not provide Dining,0,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']"
Sree Gupta Bhavan,Alandur,"['Street Food', ' South Indian', ' Chinese', ' North Indian']",Favourite Dishe,600.0,3.4,11,Not provide Dining,0,"['Breakfast', 'Indoor Seating']"
Sree Gupta Bhavan,Porur,"['South Indian', ' Chinese', ' Street Food']",Favourite Dishe,300.0,3.2,15,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']"
Sree Gupta Bhavan,Anna Nagar East,"['North Indian', ' Street Food', ' Beverages', ' Desserts']",Favourite Dishe,550.0,2.5,10,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Sree Gupta Bhavan,Ashok Nagar,"['North Indian', ' Street Food', ' Beverages', ' Desserts']",Favourite Dishe,550.0,3.5,6,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Sree Gupta Bhavan,GST Road,"['North Indian', ' Street Food', ' Beverages', ' Desserts']",Favourite Dishe,550.0,2.0,4,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Kozhi Idli,Velachery,['South Indian'],['Idli'],300.0,3.0,87,3.5,636,"['Home Delivery', 'Indoor Seating']"
Kozhi Idli,Aminijikarai,['South Indian'],"['Kuzhi Paniyaram', ' Pepper Chicken', ' Idli', ' Chicken Curry']",300.0,3.6,54,4.3,129,"['Home Delivery', 'Indoor Seating']"
Kozhi Idli,East Coast Road (ECR),['South Indian'],Favourite Dishe,300.0,3.8,10,Not provide Dining,0,"['Home Delivery', 'Indoor Seating']"
Lassi Shop,Anna Nagar East,"['Beverages', ' Ice Cream']","['Mango Lassi', ' Brownie', ' Mocktails', ' Fruit Faluda', ' Mississippi Mud', ' Pineapple Juice']",300.0,4.0,359,4.2,6343,"['Home Delivery', 'Outdoor Seating']"
Lassi Shop,Choolaimedu,"['Beverages', ' Ice Cream']",Favourite Dishe,300.0,3.8,146,3.7,8259,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Lassi Shop,Mogappair,"['Beverages', ' Ice Cream', ' Juices', ' Sandwich']","['Paneer Sandwich', ' Oreo Milkshake', ' Mango Lassi']",200.0,3.9,253,4.2,10600,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating']"
Lassi Shop,Choolaimedu,"['Beverages', ' Ice Cream', ' Juices', ' Sandwich']",Favourite Dishe,200.0,Not provide Dining,Not provide Dining,3.9,3490,['Home Delivery']
Lassi Shop,Royapettah,"['Beverages', ' Ice Cream', ' Juices', ' Sandwich']",Favourite Dishe,200.0,Not provide Dining,Not provide Dining,4.1,3008,['Home Delivery']
Lassi Shop,Thousand Lights,"['Beverages', ' Ice Cream', ' Juices', ' Sandwich']","['Brownie', ' Dry Fruit Lassi', ' Sweet Lassi', ' Mississippi Mud', ' Mocktails']",200.0,4.0,107,4.0,273,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating']"
Lassi Shop,Anna Nagar East,"['Beverages', ' Ice Cream']",['Lassi'],200.0,3.8,142,4.0,3169,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating', 'Self Service', 'Desserts and Bakes']"
Lassi Shop,Ramapuram,"['Beverages', ' Ice Cream', ' Juices', ' Sandwich']",Favourite Dishe,200.0,3.8,156,4.2,2746,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Lassi Shop,Ambattur,"['Beverages', ' Ice Cream', ' Juices', ' Sandwich']","['Lassi', ' French Fries']",200.0,Not provide Dining,Not provide Dining,3.9,5303,"['Home Delivery', 'Standing Tables', 'Desserts and Bakes']"
Lassi Shop,K.K. Nagar,['Beverages'],Favourite Dishe,150.0,3.7,128,4.1,1057,"['Home Delivery', 'Outdoor Seating', 'Self Service']"
Lassi Shop,Chromepet,"['Beverages', ' Ice Cream', ' Juices', ' Sandwich']","['Fruit Lassi', ' Mocktails', ' Brownie', ' Faluda']",200.0,3.8,91,3.8,1190,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Outdoor Seating']"
Lassi Shop,Selaiyur,"['Beverages', ' Ice Cream', ' Juices', ' Sandwich']",Favourite Dishe,200.0,3.6,105,4.3,540,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating', 'Self Service', 'Desserts and Bakes']"
Lassi Shop,Egmore,"['Beverages', ' Ice Cream', ' Juices', ' Sandwich']",Favourite Dishe,200.0,3.5,91,4.0,1642,"['Home Delivery', 'Desserts and Bakes', 'Outdoor Seating']"
Lassi Shop,Nungambakkam,"['Beverages', ' Ice Cream', ' Juices', ' Sandwich']",Favourite Dishe,200.0,3.3,80,4.3,676,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating']"
